depmap_column_name	gene_symbol	ncbi_entrez_id
LRRC66 (339977)	LRRC66	339977
LRRC7 (57554)	LRRC7	57554
LRRC70 (100130733)	LRRC70	100130733
LRRC71 (149499)	LRRC71	149499
LRRC72 (100506049)	LRRC72	100506049
LRRC73 (221424)	LRRC73	221424
LRRC74A (145497)	LRRC74A	145497
LRRC75A (388341)	LRRC75A	388341
LRRC75B (388886)	LRRC75B	388886
LRRC8A (56262)	LRRC8A	56262
LRRC8B (23507)	LRRC8B	23507
LRRC8C (84230)	LRRC8C	84230
LRRC8D (55144)	LRRC8D	55144
LRRC8E (80131)	LRRC8E	80131
LRRCC1 (85444)	LRRCC1	85444
LRRD1 (401387)	LRRD1	401387
LRRFIP1 (9208)	LRRFIP1	9208
LRRFIP2 (9209)	LRRFIP2	9209
LRRIQ1 (84125)	LRRIQ1	84125
LRRIQ3 (127255)	LRRIQ3	127255
LRRIQ4 (344657)	LRRIQ4	344657
LRRK1 (79705)	LRRK1	79705
LRRK2 (120892)	LRRK2	120892
LRRN1 (57633)	LRRN1	57633
LRRN2 (10446)	LRRN2	10446
LRRN3 (54674)	LRRN3	54674
LRRN4 (164312)	LRRN4	164312
LRRN4CL (221091)	LRRN4CL	221091
LRRTM1 (347730)	LRRTM1	347730
LRRTM2 (26045)	LRRTM2	26045
LRRTM3 (347731)	LRRTM3	347731
LRRTM4 (80059)	LRRTM4	80059
LRSAM1 (90678)	LRSAM1	90678
LRTM1 (57408)	LRTM1	57408
LRTM2 (654429)	LRTM2	654429
LRTOMT (220074)	LRTOMT	220074
LRWD1 (222229)	LRWD1	222229
LSAMP (4045)	LSAMP	4045
LSG1 (55341)	LSG1	55341
LSM1 (27257)	LSM1	27257
LSM10 (84967)	LSM10	84967
LSM11 (134353)	LSM11	134353
LSM12 (124801)	LSM12	124801
LSM14A (26065)	LSM14A	26065
LSM14B (149986)	LSM14B	149986
LSM2 (57819)	LSM2	57819
LSM3 (27258)	LSM3	27258
LSM4 (25804)	LSM4	25804
LSM5 (23658)	LSM5	23658
LSM6 (11157)	LSM6	11157
LSM7 (51690)	LSM7	51690
LSM8 (51691)	LSM8	51691
LSMEM1 (286006)	LSMEM1	286006
LSMEM2 (132228)	LSMEM2	132228
LSP1 (4046)	LSP1	4046
LSR (51599)	LSR	51599
LSS (4047)	LSS	4047
LST1 (7940)	LST1	7940
LTA (4049)	LTA	4049
LTA4H (4048)	LTA4H	4048
LTB (4050)	LTB	4050
LTB4R (1241)	LTB4R	1241
LTB4R2 (56413)	LTB4R2	56413
LTBP1 (4052)	LTBP1	4052
LTBP2 (4053)	LTBP2	4053
LTBP3 (4054)	LTBP3	4054
LTBR (4055)	LTBR	4055
LTC4S (4056)	LTC4S	4056
LTF (4057)	LTF	4057
LTK (4058)	LTK	4058
LTN1 (26046)	LTN1	26046
LTO1 (220064)	LTO1	220064
LTV1 (84946)	LTV1	84946
LUC7L (55692)	LUC7L	55692
LUC7L2 (51631)	LUC7L2	51631
LUC7L3 (51747)	LUC7L3	51747
LUM (4060)	LUM	4060
LURAP1 (541468)	LURAP1	541468
LURAP1L (286343)	LURAP1L	286343
LUZP1 (7798)	LUZP1	7798
LUZP2 (338645)	LUZP2	338645
LUZP4 (51213)	LUZP4	51213
LVRN (206338)	LVRN	206338
LXN (56925)	LXN	56925
LY6D (8581)	LY6D	8581
LY6E (4061)	LY6E	4061
LY6G5B (58496)	LY6G5B	58496
LY6G5C (80741)	LY6G5C	80741
LY6G6C (80740)	LY6G6C	80740
LY6G6D (58530)	LY6G6D	58530
LY6G6F (259215)	LY6G6F	259215
LY6H (4062)	LY6H	4062
LY6K (54742)	LY6K	54742
LY75 (4065)	LY75	4065
LY86 (9450)	LY86	9450
LY9 (4063)	LY9	4063
LY96 (23643)	LY96	23643
LYAR (55646)	LYAR	55646
LYG1 (129530)	LYG1	129530
LYG2 (254773)	LYG2	254773
LYL1 (4066)	LYL1	4066
LYN (4067)	LYN	4067
LYPD1 (116372)	LYPD1	116372
LYPD2 (137797)	LYPD2	137797
LYPD3 (27076)	LYPD3	27076
LYPD4 (147719)	LYPD4	147719
LYPD5 (284348)	LYPD5	284348
LYPD6 (130574)	LYPD6	130574
LYPD6B (130576)	LYPD6B	130576
LYPLA1 (10434)	LYPLA1	10434
LYPLA2 (11313)	LYPLA2	11313
LYPLAL1 (127018)	LYPLAL1	127018
LYRM1 (57149)	LYRM1	57149
LYRM2 (57226)	LYRM2	57226
LYRM4 (57128)	LYRM4	57128
LYRM7 (90624)	LYRM7	90624
LYRM9 (201229)	LYRM9	201229
LYSMD1 (388695)	LYSMD1	388695
LYSMD2 (256586)	LYSMD2	256586
LYSMD3 (116068)	LYSMD3	116068
LYSMD4 (145748)	LYSMD4	145748
LYST (1130)	LYST	1130
LYVE1 (10894)	LYVE1	10894
LYZ (4069)	LYZ	4069
LYZL4 (131375)	LYZL4	131375
LYZL6 (57151)	LYZL6	57151
LZIC (84328)	LZIC	84328
LZTFL1 (54585)	LZTFL1	54585
LZTR1 (8216)	LZTR1	8216
LZTS1 (11178)	LZTS1	11178
LZTS2 (84445)	LZTS2	84445
LZTS3 (9762)	LZTS3	9762
M1AP (130951)	M1AP	130951
M6PR (4074)	M6PR	4074
MAB21L1 (4081)	MAB21L1	4081
MAB21L2 (10586)	MAB21L2	10586
MAB21L3 (126868)	MAB21L3	126868
MAB21L4 (79919)	MAB21L4	79919
MACC1 (346389)	MACC1	346389
MACF1 (23499)	MACF1	23499
MACIR (90355)	MACIR	90355
MACO1 (55219)	MACO1	55219
MACROD1 (28992)	MACROD1	28992
MACROD2 (140733)	MACROD2	140733
MACROH2A1 (9555)	MACROH2A1	9555
MACROH2A2 (55506)	MACROH2A2	55506
MAD1L1 (8379)	MAD1L1	8379
MAD2L1 (4085)	MAD2L1	4085
MAD2L1BP (9587)	MAD2L1BP	9587
MAD2L2 (10459)	MAD2L2	10459
MADCAM1 (8174)	MADCAM1	8174
MADD (8567)	MADD	8567
MAEA (10296)	MAEA	10296
MAEL (84944)	MAEL	84944
MAF (4094)	MAF	4094
MAF1 (84232)	MAF1	84232
MAFA (389692)	MAFA	389692
MAFB (9935)	MAFB	9935
MAFF (23764)	MAFF	23764
MAFG (4097)	MAFG	4097
MAFK (7975)	MAFK	7975
MAG (4099)	MAG	4099
MAGEA1 (4100)	MAGEA1	4100
MAGEA10 (4109)	MAGEA10	4109
MAGEA11 (4110)	MAGEA11	4110
MAGEA12 (4111)	MAGEA12	4111
MAGEA4 (4103)	MAGEA4	4103
MAGEA8 (4107)	MAGEA8	4107
MAGEB1 (4112)	MAGEB1	4112
MAGEB10 (139422)	MAGEB10	139422
MAGEB16 (139604)	MAGEB16	139604
MAGEB17 (645864)	MAGEB17	645864
MAGEB18 (286514)	MAGEB18	286514
MAGEB2 (4113)	MAGEB2	4113
MAGEB3 (4114)	MAGEB3	4114
MAGEB4 (4115)	MAGEB4	4115
MAGEB5 (347541)	MAGEB5	347541
MAGEB6 (158809)	MAGEB6	158809
MAGEC1 (9947)	MAGEC1	9947
MAGEC2 (51438)	MAGEC2	51438
MAGEC3 (139081)	MAGEC3	139081
MAGED1 (9500)	MAGED1	9500
MAGED2 (10916)	MAGED2	10916
MAGEE1 (57692)	MAGEE1	57692
MAGEE2 (139599)	MAGEE2	139599
MAGEF1 (64110)	MAGEF1	64110
MAGEH1 (28986)	MAGEH1	28986
MAGI1 (9223)	MAGI1	9223
MAGI2 (9863)	MAGI2	9863
MAGI3 (260425)	MAGI3	260425
MAGIX (79917)	MAGIX	79917
MAGOH (4116)	MAGOH	4116
MAGOHB (55110)	MAGOHB	55110
MAGT1 (84061)	MAGT1	84061
MAIP1 (79568)	MAIP1	79568
MAJIN (283129)	MAJIN	283129
MAK (4117)	MAK	4117
MAK16 (84549)	MAK16	84549
MAL (4118)	MAL	4118
MALL (7851)	MALL	7851
MALSU1 (115416)	MALSU1	115416
MALT1 (10892)	MALT1	10892
MAMDC2 (256691)	MAMDC2	256691
MAMDC4 (158056)	MAMDC4	158056
MAML1 (9794)	MAML1	9794
MAML2 (84441)	MAML2	84441
MAML3 (55534)	MAML3	55534
MAMLD1 (10046)	MAMLD1	10046
MAMSTR (284358)	MAMSTR	284358
MAN1A1 (4121)	MAN1A1	4121
MAN1A2 (10905)	MAN1A2	10905
MAN1B1 (11253)	MAN1B1	11253
MAN1C1 (57134)	MAN1C1	57134
MAN2A1 (4124)	MAN2A1	4124
MAN2A2 (4122)	MAN2A2	4122
MAN2B1 (4125)	MAN2B1	4125
MAN2B2 (23324)	MAN2B2	23324
MAN2C1 (4123)	MAN2C1	4123
MANBA (4126)	MANBA	4126
MANBAL (63905)	MANBAL	63905
MANEA (79694)	MANEA	79694
MANEAL (149175)	MANEAL	149175
MANF (7873)	MANF	7873
MANSC1 (54682)	MANSC1	54682
MANSC4 (100287284)	MANSC4	100287284
MAOA (4128)	MAOA	4128
MAOB (4129)	MAOB	4129
MAP10 (54627)	MAP10	54627
MAP1A (4130)	MAP1A	4130
MAP1B (4131)	MAP1B	4131
MAP1LC3A (84557)	MAP1LC3A	84557
MAP1LC3B2 (643246)	MAP1LC3B2	643246
MAP1LC3C (440738)	MAP1LC3C	440738
MAP1S (55201)	MAP1S	55201
MAP2 (4133)	MAP2	4133
MAP2K1 (5604)	MAP2K1	5604
MAP2K2 (5605)	MAP2K2	5605
MAP2K3 (5606)	MAP2K3	5606
MAP2K4 (6416)	MAP2K4	6416
MAP2K5 (5607)	MAP2K5	5607
MAP2K6 (5608)	MAP2K6	5608
MAP2K7 (5609)	MAP2K7	5609
MAP3K1 (4214)	MAP3K1	4214
MAP3K10 (4294)	MAP3K10	4294
MAP3K11 (4296)	MAP3K11	4296
MAP3K12 (7786)	MAP3K12	7786
MAP3K13 (9175)	MAP3K13	9175
MAP3K19 (80122)	MAP3K19	80122
MAP3K2 (10746)	MAP3K2	10746
MAP3K20 (51776)	MAP3K20	51776
MAP3K21 (84451)	MAP3K21	84451
MAP3K3 (4215)	MAP3K3	4215
MAP3K4 (4216)	MAP3K4	4216
MAP3K5 (4217)	MAP3K5	4217
MAP3K6 (9064)	MAP3K6	9064
MAP3K7 (6885)	MAP3K7	6885
MAP3K7CL (56911)	MAP3K7CL	56911
MAP3K8 (1326)	MAP3K8	1326
MAP3K9 (4293)	MAP3K9	4293
MAP4 (4134)	MAP4	4134
MAP4K1 (11184)	MAP4K1	11184
MAP4K2 (5871)	MAP4K2	5871
MAP4K3 (8491)	MAP4K3	8491
MAP4K4 (9448)	MAP4K4	9448
MAP6 (4135)	MAP6	4135
MAP6D1 (79929)	MAP6D1	79929
MAP7 (9053)	MAP7	9053
MAP7D1 (55700)	MAP7D1	55700
MAP7D2 (256714)	MAP7D2	256714
MAP7D3 (79649)	MAP7D3	79649
MAP9 (79884)	MAP9	79884
MAPK1 (5594)	MAPK1	5594
MAPK10 (5602)	MAPK10	5602
MAPK11 (5600)	MAPK11	5600
MAPK12 (6300)	MAPK12	6300
MAPK13 (5603)	MAPK13	5603
MAPK14 (1432)	MAPK14	1432
MAPK15 (225689)	MAPK15	225689
MAPK1IP1L (93487)	MAPK1IP1L	93487
MAPK3 (5595)	MAPK3	5595
MAPK4 (5596)	MAPK4	5596
MAPK6 (5597)	MAPK6	5597
MAPK7 (5598)	MAPK7	5598
MAPK8 (5599)	MAPK8	5599
MAPK8IP1 (9479)	MAPK8IP1	9479
MAPK8IP3 (23162)	MAPK8IP3	23162
MAPK9 (5601)	MAPK9	5601
MAPKAP1 (79109)	MAPKAP1	79109
MAPKAPK2 (9261)	MAPKAPK2	9261
MAPKAPK3 (7867)	MAPKAPK3	7867
MAPKAPK5 (8550)	MAPKAPK5	8550
MAPKBP1 (23005)	MAPKBP1	23005
MAPRE1 (22919)	MAPRE1	22919
MAPRE2 (10982)	MAPRE2	10982
MAPRE3 (22924)	MAPRE3	22924
MAPT (4137)	MAPT	4137
MARCKS (4082)	MARCKS	4082
MARCKSL1 (65108)	MARCKSL1	65108
MARCO (8685)	MARCO	8685
MARF1 (9665)	MARF1	9665
MARK1 (4139)	MARK1	4139
MARK2 (2011)	MARK2	2011
MARK3 (4140)	MARK3	4140
MARK4 (57787)	MARK4	57787
MARS1 (4141)	MARS1	4141
MARS2 (92935)	MARS2	92935
MARVELD2 (153562)	MARVELD2	153562
MARVELD3 (91862)	MARVELD3	91862
MAS1 (4142)	MAS1	4142
MAS1L (116511)	MAS1L	116511
MASP1 (5648)	MASP1	5648
MASP2 (10747)	MASP2	10747
MAST1 (22983)	MAST1	22983
MAST2 (23139)	MAST2	23139
MAST3 (23031)	MAST3	23031
MAST4 (375449)	MAST4	375449
MASTL (84930)	MASTL	84930
MAT1A (4143)	MAT1A	4143
MAT2A (4144)	MAT2A	4144
MAT2B (27430)	MAT2B	27430
MATK (4145)	MATK	4145
MATN1 (4146)	MATN1	4146
MATN2 (4147)	MATN2	4147
MATN3 (4148)	MATN3	4148
MATN4 (8785)	MATN4	8785
MATR3 (9782)	MATR3	9782
MAU2 (23383)	MAU2	23383
MAVS (57506)	MAVS	57506
MAX (4149)	MAX	4149
MAZ (4150)	MAZ	4150
MB (4151)	MB	4151
MB21D2 (151963)	MB21D2	151963
MBD1 (4152)	MBD1	4152
MBD2 (8932)	MBD2	8932
MBD3 (53615)	MBD3	53615
MBD3L1 (85509)	MBD3L1	85509
MBD4 (8930)	MBD4	8930
MBD5 (55777)	MBD5	55777
MBD6 (114785)	MBD6	114785
MBIP (51562)	MBIP	51562
MBL2 (4153)	MBL2	4153
MBLAC1 (255374)	MBLAC1	255374
MBLAC2 (153364)	MBLAC2	153364
MBNL1 (4154)	MBNL1	4154
MBNL2 (10150)	MBNL2	10150
MBNL3 (55796)	MBNL3	55796
MBOAT1 (154141)	MBOAT1	154141
MBOAT2 (129642)	MBOAT2	129642
MBOAT4 (619373)	MBOAT4	619373
MBOAT7 (79143)	MBOAT7	79143
MBP (4155)	MBP	4155
MBTD1 (54799)	MBTD1	54799
MBTPS1 (8720)	MBTPS1	8720
MBTPS2 (51360)	MBTPS2	51360
MC1R (4157)	MC1R	4157
MC2R (4158)	MC2R	4158
MC3R (4159)	MC3R	4159
MC4R (4160)	MC4R	4160
MC5R (4161)	MC5R	4161
MCAM (4162)	MCAM	4162
MCAT (27349)	MCAT	27349
MCC (4163)	MCC	4163
MCCC1 (56922)	MCCC1	56922
MCCC2 (64087)	MCCC2	64087
MCCD1 (401250)	MCCD1	401250
MCEE (84693)	MCEE	84693
MCEMP1 (199675)	MCEMP1	199675
MCF2 (4168)	MCF2	4168
MCF2L (23263)	MCF2L	23263
MCF2L2 (23101)	MCF2L2	23101
MCFD2 (90411)	MCFD2	90411
MCHR1 (2847)	MCHR1	2847
MCHR2 (84539)	MCHR2	84539
MCIDAS (345643)	MCIDAS	345643
MCL1 (4170)	MCL1	4170
MCM10 (55388)	MCM10	55388
MCM2 (4171)	MCM2	4171
MCM3 (4172)	MCM3	4172
MCM3AP (8888)	MCM3AP	8888
MCM4 (4173)	MCM4	4173
MCM5 (4174)	MCM5	4174
MCM6 (4175)	MCM6	4175
MCM7 (4176)	MCM7	4176
MCM8 (84515)	MCM8	84515
MCM9 (254394)	MCM9	254394
MCMBP (79892)	MCMBP	79892
MCMDC2 (157777)	MCMDC2	157777
MCOLN1 (57192)	MCOLN1	57192
MCOLN2 (255231)	MCOLN2	255231
MCOLN3 (55283)	MCOLN3	55283
MCPH1 (79648)	MCPH1	79648
MCRIP1 (348262)	MCRIP1	348262
MCRIP2 (84331)	MCRIP2	84331
MCRS1 (10445)	MCRS1	10445
MCTP1 (79772)	MCTP1	79772
MCTP2 (55784)	MCTP2	55784
MCTS1 (28985)	MCTS1	28985
MCU (90550)	MCU	90550
MCUB (55013)	MCUB	55013
MCUR1 (63933)	MCUR1	63933
MDC1 (9656)	MDC1	9656
MDFI (4188)	MDFI	4188
MDFIC (29969)	MDFIC	29969
MDGA1 (266727)	MDGA1	266727
MDGA2 (161357)	MDGA2	161357
MDH1 (4190)	MDH1	4190
MDH1B (130752)	MDH1B	130752
MDH2 (4191)	MDH2	4191
MDK (4192)	MDK	4192
MDM1 (56890)	MDM1	56890
MDM2 (4193)	MDM2	4193
MDM4 (4194)	MDM4	4194
MDN1 (23195)	MDN1	23195
MDP1 (145553)	MDP1	145553
ME1 (4199)	ME1	4199
ME2 (4200)	ME2	4200
ME3 (10873)	ME3	10873
MEA1 (4201)	MEA1	4201
MEAF6 (64769)	MEAF6	64769
MEAK7 (57707)	MEAK7	57707
MECOM (2122)	MECOM	2122
MECP2 (4204)	MECP2	4204
MECR (51102)	MECR	51102
MED1 (5469)	MED1	5469
MED10 (84246)	MED10	84246
MED11 (400569)	MED11	400569
MED12 (9968)	MED12	9968
MED12L (116931)	MED12L	116931
MED13 (9969)	MED13	9969
MED13L (23389)	MED13L	23389
MED14 (9282)	MED14	9282
MED15 (51586)	MED15	51586
MED16 (10025)	MED16	10025
MED17 (9440)	MED17	9440
MED18 (54797)	MED18	54797
MED19 (219541)	MED19	219541
MED20 (9477)	MED20	9477
MED21 (9412)	MED21	9412
MED22 (6837)	MED22	6837
MED23 (9439)	MED23	9439
MED24 (9862)	MED24	9862
MED25 (81857)	MED25	81857
MED26 (9441)	MED26	9441
MED27 (9442)	MED27	9442
MED28 (80306)	MED28	80306
MED29 (55588)	MED29	55588
MED30 (90390)	MED30	90390
MED31 (51003)	MED31	51003
MED4 (29079)	MED4	29079
MED6 (10001)	MED6	10001
MED7 (9443)	MED7	9443
MED8 (112950)	MED8	112950
MED9 (55090)	MED9	55090
MEDAG (84935)	MEDAG	84935
MEF2A (4205)	MEF2A	4205
MEF2B (100271849)	MEF2B	100271849
MEF2C (4208)	MEF2C	4208
MEF2D (4209)	MEF2D	4209
MEFV (4210)	MEFV	4210
MEGF10 (84466)	MEGF10	84466
MEGF11 (84465)	MEGF11	84465
MEGF6 (1953)	MEGF6	1953
MEGF8 (1954)	MEGF8	1954
MEGF9 (1955)	MEGF9	1955
MEI1 (150365)	MEI1	150365
MEI4 (101928601)	MEI4	101928601
MEIG1 (644890)	MEIG1	644890
MEIOB (254528)	MEIOB	254528
MEIOC (284071)	MEIOC	284071
MEIS1 (4211)	MEIS1	4211
MEIS2 (4212)	MEIS2	4212
MEIS3 (56917)	MEIS3	56917
MELK (9833)	MELK	9833
MELTF (4241)	MELTF	4241
MEMO1 (51072)	MEMO1	51072
MEN1 (4221)	MEN1	4221
MEOX1 (4222)	MEOX1	4222
MEOX2 (4223)	MEOX2	4223
MEP1A (4224)	MEP1A	4224
MEP1B (4225)	MEP1B	4225
MEPCE (56257)	MEPCE	56257
MEPE (56955)	MEPE	56955
MERTK (10461)	MERTK	10461
MESD (23184)	MESD	23184
MESP1 (55897)	MESP1	55897
MESP2 (145873)	MESP2	145873
MEST (4232)	MEST	4232
MET (4233)	MET	4233
METAP1 (23173)	METAP1	23173
METAP1D (254042)	METAP1D	254042
METAP2 (10988)	METAP2	10988
METRN (79006)	METRN	79006
METRNL (284207)	METRNL	284207
METTL1 (4234)	METTL1	4234
METTL13 (51603)	METTL13	51603
METTL14 (57721)	METTL14	57721
METTL15 (196074)	METTL15	196074
METTL16 (79066)	METTL16	79066
METTL17 (64745)	METTL17	64745
METTL18 (92342)	METTL18	92342
METTL21A (151194)	METTL21A	151194
METTL21C (196541)	METTL21C	196541
METTL22 (79091)	METTL22	79091
METTL23 (124512)	METTL23	124512
METTL24 (728464)	METTL24	728464
METTL25 (84190)	METTL25	84190
METTL25B (51093)	METTL25B	51093
METTL26 (84326)	METTL26	84326
METTL27 (155368)	METTL27	155368
METTL3 (56339)	METTL3	56339
METTL4 (64863)	METTL4	64863
METTL5 (29081)	METTL5	29081
METTL6 (131965)	METTL6	131965
METTL7A (25840)	METTL7A	25840
METTL7B (196410)	METTL7B	196410
METTL9 (51108)	METTL9	51108
MEX3A (92312)	MEX3A	92312
MEX3B (84206)	MEX3B	84206
MEX3C (51320)	MEX3C	51320
MEX3D (399664)	MEX3D	399664
MFAP1 (4236)	MFAP1	4236
MFAP2 (4237)	MFAP2	4237
MFAP3 (4238)	MFAP3	4238
MFAP3L (9848)	MFAP3L	9848
MFAP4 (4239)	MFAP4	4239
MFAP5 (8076)	MFAP5	8076
MFF (56947)	MFF	56947
MFGE8 (4240)	MFGE8	4240
MFHAS1 (9258)	MFHAS1	9258
MFN1 (55669)	MFN1	55669
MFN2 (9927)	MFN2	9927
MFNG (4242)	MFNG	4242
MFRP (83552)	MFRP	83552
MFSD1 (64747)	MFSD1	64747
MFSD10 (10227)	MFSD10	10227
MFSD11 (79157)	MFSD11	79157
MFSD12 (126321)	MFSD12	126321
MFSD13A (79847)	MFSD13A	79847
MFSD14A (64645)	MFSD14A	64645
MFSD14B (84641)	MFSD14B	84641
MFSD2A (84879)	MFSD2A	84879
MFSD2B (388931)	MFSD2B	388931
MFSD3 (113655)	MFSD3	113655
MFSD4A (148808)	MFSD4A	148808
MFSD4B (91749)	MFSD4B	91749
MFSD5 (84975)	MFSD5	84975
MFSD6 (54842)	MFSD6	54842
MFSD6L (162387)	MFSD6L	162387
MFSD8 (256471)	MFSD8	256471
MFSD9 (84804)	MFSD9	84804
MGA (23269)	MGA	23269
MGAM (8972)	MGAM	8972
MGARP (84709)	MGARP	84709
MGAT1 (4245)	MGAT1	4245
MGAT2 (4247)	MGAT2	4247
MGAT3 (4248)	MGAT3	4248
MGAT4A (11320)	MGAT4A	11320
MGAT4B (11282)	MGAT4B	11282
MGAT4C (25834)	MGAT4C	25834
MGAT4D (152586)	MGAT4D	152586
MGAT5 (4249)	MGAT5	4249
MGAT5B (146664)	MGAT5B	146664
MGLL (11343)	MGLL	11343
MGME1 (92667)	MGME1	92667
MGMT (4255)	MGMT	4255
MGP (4256)	MGP	4256
MGRN1 (23295)	MGRN1	23295
MGST1 (4257)	MGST1	4257
MGST2 (4258)	MGST2	4258
MGST3 (4259)	MGST3	4259
MIA (8190)	MIA	8190
MIA2 (4253)	MIA2	4253
MIA3 (375056)	MIA3	375056
MIB1 (57534)	MIB1	57534
MIB2 (142678)	MIB2	142678
MICA (100507436)	MICA	100507436
MICAL1 (64780)	MICAL1	64780
MICAL2 (9645)	MICAL2	9645
MICAL3 (57553)	MICAL3	57553
MICALCL (84953)	MICALCL	84953
MICALL1 (85377)	MICALL1	85377
MICALL2 (79778)	MICALL2	79778
MICB (4277)	MICB	4277
MICOS10 (440574)	MICOS10	440574
MICOS13 (125988)	MICOS13	125988
MICU1 (10367)	MICU1	10367
MICU2 (221154)	MICU2	221154
MICU3 (286097)	MICU3	286097
MID1 (4281)	MID1	4281
MID1IP1 (58526)	MID1IP1	58526
MID2 (11043)	MID2	11043
MIDEAS (91748)	MIDEAS	91748
MIDN (90007)	MIDN	90007
MIEF1 (54471)	MIEF1	54471
MIEF2 (125170)	MIEF2	125170
MIEN1 (84299)	MIEN1	84299
MIER1 (57708)	MIER1	57708
MIER2 (54531)	MIER2	54531
MIER3 (166968)	MIER3	166968
MIF (4282)	MIF	4282
MIF4GD (57409)	MIF4GD	57409
MIGA1 (374986)	MIGA1	374986
MIGA2 (84895)	MIGA2	84895
MIIP (60672)	MIIP	60672
MINAR1 (23251)	MINAR1	23251
MINAR2 (100127206)	MINAR2	100127206
MINDY1 (55793)	MINDY1	55793
MINDY2 (54629)	MINDY2	54629
MINDY3 (80013)	MINDY3	80013
MINDY4 (84182)	MINDY4	84182
MINK1 (50488)	MINK1	50488
MINPP1 (9562)	MINPP1	9562
MIOS (54468)	MIOS	54468
MIOX (55586)	MIOX	55586
MIP (4284)	MIP	4284
MIPEP (4285)	MIPEP	4285
MIPOL1 (145282)	MIPOL1	145282
MIR1915HG (399726)	MIR1915HG	399726
MIR9-1HG (10485)	MIR9-1HG	10485
MIS12 (79003)	MIS12	79003
MIS18A (54069)	MIS18A	54069
MIS18BP1 (55320)	MIS18BP1	55320
MISP (126353)	MISP	126353
MITD1 (129531)	MITD1	129531
MITF (4286)	MITF	4286
MIX23 (131076)	MIX23	131076
MIXL1 (83881)	MIXL1	83881
MKI67 (4288)	MKI67	4288
MKKS (8195)	MKKS	8195
MKLN1 (4289)	MKLN1	4289
MKNK1 (8569)	MKNK1	8569
MKNK2 (2872)	MKNK2	2872
MKRN1 (23608)	MKRN1	23608
MKRN2 (23609)	MKRN2	23609
MKRN2OS (100129480)	MKRN2OS	100129480
MKRN3 (7681)	MKRN3	7681
MKS1 (54903)	MKS1	54903
MKX (283078)	MKX	283078
MLANA (2315)	MLANA	2315
MLC1 (23209)	MLC1	23209
MLEC (9761)	MLEC	9761
MLF1 (4291)	MLF1	4291
MLF2 (8079)	MLF2	8079
MLH1 (4292)	MLH1	4292
MLH3 (27030)	MLH3	27030
MLIP (90523)	MLIP	90523
MLKL (197259)	MLKL	197259
MLLT1 (4298)	MLLT1	4298
MLLT10 (8028)	MLLT10	8028
MLLT11 (10962)	MLLT11	10962
MLLT3 (4300)	MLLT3	4300
MLLT6 (4302)	MLLT6	4302
MLN (4295)	MLN	4295
MLNR (2862)	MLNR	2862
MLPH (79083)	MLPH	79083
MLST8 (64223)	MLST8	64223
MLX (6945)	MLX	6945
MLXIPL (51085)	MLXIPL	51085
MLYCD (23417)	MLYCD	23417
MMAA (166785)	MMAA	166785
MMAB (326625)	MMAB	326625
MMACHC (25974)	MMACHC	25974
MMADHC (27249)	MMADHC	27249
MMD (23531)	MMD	23531
MMD2 (221938)	MMD2	221938
MME (4311)	MME	4311
MMEL1 (79258)	MMEL1	79258
MMGT1 (93380)	MMGT1	93380
MMP1 (4312)	MMP1	4312
MMP10 (4319)	MMP10	4319
MMP11 (4320)	MMP11	4320
MMP13 (4322)	MMP13	4322
MMP14 (4323)	MMP14	4323
MMP15 (4324)	MMP15	4324
MMP16 (4325)	MMP16	4325
MMP17 (4326)	MMP17	4326
MMP19 (4327)	MMP19	4327
MMP2 (4313)	MMP2	4313
MMP20 (9313)	MMP20	9313
MMP21 (118856)	MMP21	118856
MMP23B (8510)	MMP23B	8510
MMP24 (10893)	MMP24	10893
MMP25 (64386)	MMP25	64386
MMP26 (56547)	MMP26	56547
MMP27 (64066)	MMP27	64066
MMP28 (79148)	MMP28	79148
MMP3 (4314)	MMP3	4314
MMP7 (4316)	MMP7	4316
MMP8 (4317)	MMP8	4317
MMP9 (4318)	MMP9	4318
MMRN1 (22915)	MMRN1	22915
MMRN2 (79812)	MMRN2	79812
MMS19 (64210)	MMS19	64210
MMS22L (253714)	MMS22L	253714
MMUT (4594)	MMUT	4594
MN1 (4330)	MN1	4330
MNAT1 (4331)	MNAT1	4331
MND1 (84057)	MND1	84057
MNDA (4332)	MNDA	4332
MNS1 (55329)	MNS1	55329
MNT (4335)	MNT	4335
MNX1 (3110)	MNX1	3110
MOAP1 (64112)	MOAP1	64112
MOB1A (55233)	MOB1A	55233
MOB1B (92597)	MOB1B	92597
MOB2 (81532)	MOB2	81532
MOB3A (126308)	MOB3A	126308
MOB3B (79817)	MOB3B	79817
MOB3C (148932)	MOB3C	148932
MOB4 (25843)	MOB4	25843
MOBP (4336)	MOBP	4336
MOCOS (55034)	MOCOS	55034
MOCS2 (4338)	MOCS2	4338
MOCS3 (27304)	MOCS3	27304
MOG (4340)	MOG	4340
MOGAT1 (116255)	MOGAT1	116255
MOGAT2 (80168)	MOGAT2	80168
MOGAT3 (346606)	MOGAT3	346606
MOGS (7841)	MOGS	7841
MOK (5891)	MOK	5891
MON1A (84315)	MON1A	84315
MON1B (22879)	MON1B	22879
MON2 (23041)	MON2	23041
MORC1 (27136)	MORC1	27136
MORC2 (22880)	MORC2	22880
MORC3 (23515)	MORC3	23515
MORC4 (79710)	MORC4	79710
MORF4L1 (10933)	MORF4L1	10933
